user_id,name,email,product,category,price,quantity,payment_method,location,timestamp,device,is_returning_customer,delivery_days,satisfaction_score,employee_id,employee_name,total_price
3665f5f4-cf01-4713-b633-18fb761c7367,Jennifer Ross,ambernicholson@example.com,Stuffed Animal,Toys,85.65,4,Bitcoin,New Julia,2022-06-02T15:38:30,Web,True,9,3,43,Brenda King,342.6
3dab2249-c43f-4df6-a696-00ac104742a9,Mr. Maurice Reed,nunezdavid@example.org,Dress,Clothing,53.66,3,Credit Card,Ashleyburgh,2021-03-15T03:22:17,Shop,True,9,4,47,Nicole Chase,160.98
15cc7653-25af-4d13-9d00-02ba5aabea4d,Paige Reed,trevorjohnson@example.net,Monitor,Electronics,91.46,1,Bitcoin,Nicholashaven,2024-10-21T03:38:47,Shop,False,5,3,31,Travis Rocha,91.46
2145f5a2-abe9-49fb-b2e2-e90f7ba6dba4,Brian Thompson,marydiaz@example.com,Blender,Home,53.49,4,PayPal,South Annborough,2023-01-05T14:22:45,Shop,True,3,2,35,Rodney Wade,213.96
921c30dd-d76d-4752-b73f-0df5d2c838c3,Emily Kim,melissanoble@example.net,Action Figure,Toys,5.63,3,Credit Card,Elizabethmouth,2021-07-14T16:10:31,Shop,True,7,1,44,Jonathan Alexander,16.89
711841c4-266e-4947-8fdd-5635acee2746,Tina Barnes,mckenziekristina@example.net,Smartphone,Electronics,54.22,1,Debit Card,West Joseph,2024-05-25T21:11:23,Web,True,7,2,42,Sean Johnson,54.22
244da202-fff2-40c3-b41a-96d2ba3daacd,Heidi Ballard,derekharvey@example.net,Smartphone,Electronics,6.33,4,PayPal,West Valerieport,2021-03-07T19:38:51,Mobile,False,4,3,15,Gregory Chavez,25.32
5d67a875-e2c2-4f2d-a91e-92584fc6bffb,Jason Garcia,rachel97@example.com,Dress,Clothing,29.79,1,Bitcoin,Clarkton,2023-05-24T17:55:50,Web,False,5,2,17,Mrs. Norma Sanchez,29.79
f4fdc009-7a51-4184-8987-5cab422b9751,Timothy Travis,nbernard@example.com,Dress,Clothing,69.48,4,PayPal,East Christopher,2025-07-17T04:41:26,Shop,False,7,4,44,Jonathan Alexander,277.92
fdc6e976-80f5-46c0-9973-58e900fac90e,Laura Davila,jenniferpugh@example.org,Running Shoes,Sports,22.3,1,Bitcoin,South Denisechester,2022-09-02T12:56:49,Mobile,False,9,1,26,Rachael Carroll,22.3
36d3be47-78ab-49d1-a11e-99bc6b30cad5,Christopher Holden,bentonjonathon@example.net,Microwave,Home,72.8,3,Bitcoin,Williamshaven,2024-06-28T16:07:26,Mobile,False,8,1,43,Brenda King,218.39999999999998
67a12be4-d795-446d-8fe2-68192ed7e57f,Jared Adams,laneandrea@example.net,Toaster,Home,29.67,4,PayPal,Lake Michaeltown,2023-04-13T21:54:11,Mobile,False,8,4,17,Mrs. Norma Sanchez,118.68
7614b457-72d5-450d-922e-e2ebe525a359,Patrick Sanchez,patriciasmith@example.org,Desk,Home,19.47,3,Credit Card,Christinatown,2022-08-06T08:20:40,Shop,False,8,4,32,Amy Price,58.41
b214c31f-63c4-40c3-94eb-68f8b502f89a,Eddie Rice,bmartinez@example.net,Cycling Helmet,Sports,25.94,4,Credit Card,Port Teresa,2022-05-25T14:12:48,Mobile,False,1,4,50,Javier Terrell,103.76
3361bfd1-61ed-4410-a6d8-504fd48f6180,Anthony Matthews,jramos@example.net,Sneakers,Clothing,86.68,4,PayPal,West Elizabethton,2023-01-10T22:08:33,Web,True,7,2,9,Ethan Rivas,346.72
212cd29e-be57-4243-854a-0262d5b66c87,Patrick Sanchez,apeck@example.com,Doll,Toys,93.51,2,Debit Card,Christinatown,2025-10-10T10:39:58,Web,False,9,5,44,Jonathan Alexander,187.02
284bb1b8-e4ad-430e-ab8b-a970dcad819a,Melinda Norris,jerryrodriguez@example.net,Coffee Maker,Home,21.02,3,PayPal,Gregoryport,2021-10-19T09:14:45,Mobile,False,6,3,33,Manuel Watson,63.06
aad15964-49e7-4c08-96dc-382b137b88c4,Jennifer Moore,ayang@example.net,Blender,Home,91.9,4,Debit Card,South Stacey,2021-12-07T20:26:56,Shop,False,7,4,6,Michael Robles,367.6
22371082-8c17-4a6e-a139-ed2e398faf66,Kaitlyn Taylor,michael38@example.net,Stuffed Animal,Toys,81.38,1,Credit Card,Andersonhaven,2025-01-04T20:30:05,Mobile,True,7,1,26,Rachael Carroll,81.38
f37a015a-fa52-4161-905c-e1ddc277137b,John Finley,brian01@example.net,Swimwear,Sports,15.61,1,Credit Card,Lake Daltontown,2023-04-22T00:15:57,Web,True,9,5,31,Travis Rocha,15.61
ddde029c-48fa-4f22-a414-0d3721fb611c,Julie Sawyer,marie68@example.net,Kite,Toys,65.9,4,PayPal,Kaufmantown,2024-07-13T06:14:23,Web,False,4,1,19,Don Silva,263.6
3c034cc4-10c5-4bd0-8c71-d83db95368d3,Don Sutton,adamgonzalez@example.com,Dumbbells,Sports,75.61,4,Credit Card,New Michael,2021-10-10T07:25:25,Mobile,True,3,1,50,Javier Terrell,302.44
00d62ffe-2737-4d2d-941a-f43cefb7da60,Keith Baker,stoneteresa@example.com,Remote Control Car,Toys,5.25,3,Debit Card,West Wendy,2025-06-05T06:06:55,Web,False,5,1,30,Sara Rodriguez,15.75
21564c38-f39e-4ab1-8280-ff2d5e417f8c,Jared Adams,jenniferolson@example.net,Bluetooth Speaker,Electronics,97.96,2,Bitcoin,Lake Michaeltown,2020-12-08T08:26:59,Mobile,True,2,5,3,Michael Medina MD,195.92
b6ab6399-d4be-49e5-8f4c-9355d0b59b6f,Erik Herrera,timothysmith@example.net,Dress,Clothing,71.61,4,Bitcoin,Gomezfort,2022-05-17T23:21:39,Mobile,False,4,5,30,Sara Rodriguez,286.44
eb4bbb86-56ea-486a-8c48-e4578d4125dc,Kevin Stafford,bowenkaitlyn@example.net,Stuffed Animal,Toys,65.21,2,PayPal,South Prestonstad,2020-11-07T16:05:26,Web,True,7,4,24,Jeanne Wilson,130.42
5178ae82-a13e-4146-a9f1-b8ec4d2be473,Melinda Norris,mark81@example.net,Blender,Home,50.09,3,Bitcoin,Gregoryport,2022-10-17T10:04:34,Web,True,6,2,45,David Mcdonald III,150.27
8c71abed-bfb6-48dc-8780-918be45fbf98,Denise Gomez,gordonkendra@example.net,Chair,Home,34.46,3,Debit Card,West James,2023-07-10T10:18:46,Web,False,9,5,35,Rodney Wade,103.38
689d0960-3322-4057-a5c6-9a5f92e4f90b,Joanna Freeman,karl00@example.com,Basketball,Sports,20.2,4,Debit Card,Charlestown,2023-03-28T16:10:29,Mobile,False,7,2,49,Kendra Wilson,80.8
a0d367d8-8da4-4f98-be09-8912e8ca8f7f,Keith Baker,ibutler@example.com,Dress,Clothing,58.5,1,PayPal,West Wendy,2025-07-12T19:15:07,Mobile,False,4,4,27,Adam Pierce,58.5
41778096-f68a-4ec7-91ba-4095660add28,Ryan Ray,kbrewer@example.net,Water Gun,Toys,93.53,3,Debit Card,East Mary,2021-05-18T16:09:33,Mobile,False,3,5,6,Michael Robles,280.59000000000003
35e27363-856b-4414-9042-9c88d63d2eb7,Christopher Davis,clineamanda@example.net,Sneakers,Clothing,69.12,3,PayPal,Gonzaleztown,2023-09-27T15:43:51,Mobile,False,8,4,10,Thomas Hendrix,207.36
3ef505e9-75dc-4bd0-ae30-020645eca3e9,Samuel Cortez,fergusonchristopher@example.net,Wireless Earbuds,Electronics,31.59,1,PayPal,Lake Jacobburgh,2021-02-04T20:53:24,Shop,False,9,4,34,Julia Marsh,31.59
d385db48-6cfd-42e1-a766-90fc0f3fdadb,Robert Baker,barbaragrant@example.org,Jacket,Clothing,46.04,4,Credit Card,Melissahaven,2021-05-18T01:59:35,Web,False,1,3,24,Jeanne Wilson,184.16
354efa7c-9b87-422e-bc47-888f7d7977f6,Cathy Harmon,greennathan@example.com,Sneakers,Clothing,30.89,2,Debit Card,Jennifershire,2024-02-10T11:26:52,Shop,False,2,1,24,Jeanne Wilson,61.78
ca1e4444-b35f-44d4-a980-ed4f5ba7a090,Mr. Jeremy Schmidt,hendersonbetty@example.net,Stuffed Animal,Toys,30.81,4,Bitcoin,Kimport,2022-12-13T05:30:09,Mobile,True,5,2,18,Robert Reyes,123.24
ce61adc4-e3bd-422b-ae34-1f06c335c6bd,Paul Brown,bradleyjustin@example.net,Swimwear,Sports,78.23,2,Bitcoin,Vanessaberg,2024-10-16T05:12:57,Web,False,7,5,19,Don Silva,156.46
4bec214e-2e0d-4382-83ff-91e532c359ec,Ryan Ray,timothy47@example.org,Smartphone,Electronics,42.54,3,PayPal,East Mary,2022-03-05T07:26:02,Shop,False,9,2,34,Julia Marsh,127.62
7d0de814-66af-4c4c-8019-4eaad9dfc89f,Steven Williams Jr.,helen17@example.com,Microwave,Home,35.56,4,PayPal,West Laurenmouth,2020-12-16T16:38:14,Web,True,4,4,9,Ethan Rivas,142.24
fb05a7ab-2577-42bc-9e6c-adddda7d76ea,Jared Adams,michaeljames@example.net,Board Game,Toys,99.82,2,Bitcoin,Lake Michaeltown,2023-03-20T08:31:26,Web,False,1,2,49,Kendra Wilson,199.64
d62ec908-e59e-46db-8883-b51a4bddc02e,Ashley Bowers,xkent@example.com,Cap,Clothing,57.4,3,Credit Card,Karahaven,2021-06-21T12:56:37,Shop,False,5,2,17,Mrs. Norma Sanchez,172.2
6b981afd-da6a-4c81-bbd1-136affa92e69,Kenneth Zhang,jonathan22@example.com,Tablet,Electronics,57.95,4,Debit Card,Daltonport,2025-03-29T09:49:03,Web,False,8,2,6,Michael Robles,231.8
881eb47c-5ab4-4cca-8e6a-46cdd9bae2ec,Tina Barnes,klove@example.net,Chair,Home,60.19,3,Debit Card,West Joseph,2021-11-17T08:07:10,Shop,False,5,2,34,Julia Marsh,180.57
c4ba690e-e25e-41f4-a63b-44ba4213314b,Amber Saunders,susanromero@example.com,Scarf,Clothing,49.19,1,Bitcoin,Mooreshire,2023-11-02T16:48:54,Shop,False,3,2,44,Jonathan Alexander,49.19
54b90410-d87d-4cb8-90f9-072e1efcbf29,George Weber,qlong@example.net,Board Game,Toys,7.3,4,Debit Card,Jennifermouth,2023-07-25T09:07:20,Shop,False,2,2,35,Rodney Wade,29.2
ba78e00b-ad00-4ad1-a3cc-b1d250614359,Edward Reynolds,xblanchard@example.com,External Hard Drive,Electronics,41.83,4,Bitcoin,West Davidside,2023-05-28T08:12:26,Shop,True,7,3,36,Eric Ramos,167.32
f40d1506-4b9e-4825-ad65-4472d6c241c0,Rachel Choi,ddelgado@example.com,Jeans,Clothing,15.08,1,Bitcoin,South Sabrinaview,2020-11-07T01:30:46,Web,False,2,1,9,Ethan Rivas,15.08
58018362-40f6-4162-9794-a6cbb5d82501,Charlotte Wilcox,zmacias@example.net,Sneakers,Clothing,56.65,4,Credit Card,North Johnside,2023-02-18T05:01:17,Shop,False,7,4,50,Javier Terrell,226.6
2af12b03-a28f-4366-a139-d0a341121e73,Eddie Rice,jhuffman@example.org,Action Figure,Toys,90.61,3,Bitcoin,Port Teresa,2022-05-22T08:59:02,Mobile,False,7,4,35,Rodney Wade,271.83
416e9f83-b530-44d6-9edc-16a12d9a2bd8,Amber Saunders,petersonjenna@example.net,Kite,Toys,85.94,1,PayPal,Mooreshire,2022-07-29T13:02:08,Mobile,False,7,1,9,Ethan Rivas,85.94
1ceea7a7-623a-4907-86e6-b1dbf49edc1a,Colleen Walker,floresbryan@example.com,Jeans,Clothing,55.07,1,Debit Card,Andrewland,2024-04-16T12:06:23,Shop,False,2,3,8,Jennifer Brown,55.07
3c088325-d04f-4ef8-9340-5d5856be32a8,Mrs. Alexandra Robbins,burnsanthony@example.net,Scarf,Clothing,52.44,2,Debit Card,New Marc,2021-06-16T13:33:51,Shop,True,5,4,34,Julia Marsh,104.88
deab7274-95d6-4bf6-a7b1-b55b82b77649,Dorothy White,john01@example.org,Scarf,Clothing,13.22,4,Bitcoin,South Adamside,2025-10-20T20:04:14,Shop,True,3,5,11,Sean Casey,52.88
cba42b09-53ee-450f-bbf1-b7b19a9a78bf,Ashley Thompson,nicolepena@example.net,Cycling Helmet,Sports,81.03,2,PayPal,South Nathantown,2025-10-23T22:50:25,Shop,False,8,2,43,Brenda King,162.06
07a81417-86c4-4d14-9779-84a12accf318,Jenny Evans,hannahspencer@example.org,Dress,Clothing,44.11,1,Credit Card,Anthonystad,2022-12-06T18:36:15,Shop,False,7,3,43,Brenda King,44.11
8ab6bfd2-2714-4099-86eb-fef36738dcb6,Nancy Russell,tmorrison@example.net,Sweater,Clothing,25.09,2,Credit Card,East Kennethmouth,2024-12-09T11:58:01,Mobile,False,9,3,44,Jonathan Alexander,50.18
6ba381aa-32e3-46c4-b6e7-0a494c511513,Steven Williams Jr.,staylor@example.org,Board Game,Toys,81.68,4,Credit Card,West Laurenmouth,2022-11-28T12:11:16,Shop,False,3,5,38,Erica Scott,326.72
0e1283bd-60f2-43f5-a2dc-a185c5e2dc97,Melinda Norris,rhondabowman@example.net,Gaming Console,Electronics,97.64,3,Bitcoin,Gregoryport,2023-02-21T15:10:03,Shop,False,9,5,10,Thomas Hendrix,292.92
f432ed2d-3127-45f2-af69-3c3a45ceaf37,Timothy Estrada,kimberlymiller@example.com,Gaming Console,Electronics,58.95,3,Bitcoin,Wendymouth,2021-03-03T18:08:41,Web,False,4,4,8,Jennifer Brown,176.85000000000002
cbbd762b-813f-4159-ba31-29847f2bdc93,Autumn Brown,jasonmurray@example.org,Action Figure,Toys,70.71,3,Bitcoin,West Natashafurt,2021-03-30T09:35:29,Web,True,5,4,14,Joyce Taylor,212.13
780bcdb9-63e8-413d-9dcf-0902a45910fb,Anthony Matthews,bradleysandoval@example.net,Dress,Clothing,97.89,1,Credit Card,West Elizabethton,2021-06-08T11:54:41,Shop,False,4,3,5,Scott Dunn,97.89
42e5113a-c8ad-4adb-90bf-80a64503c61e,Mr. Jeremy Schmidt,sierrabaker@example.org,Pillow,Home,36.34,3,Bitcoin,Kimport,2025-04-25T23:49:43,Shop,False,9,4,16,Dana Frazier,109.02000000000001
43485b0b-36f3-413a-82c0-1160264808c2,Lisa Vasquez,ycraig@example.com,Lamp,Home,78.45,1,Bitcoin,North Madisonton,2023-08-14T14:43:48,Web,False,7,3,10,Thomas Hendrix,78.45
48772711-3803-4945-a56c-145b661445bc,Emily Kim,tyrone89@example.net,Puzzle,Toys,10.79,2,Credit Card,Elizabethmouth,2025-06-16T08:18:13,Mobile,False,9,5,19,Don Silva,21.58
67f05ae4-6028-408b-9f05-db170e4985c0,Frank Calhoun,lewisjavier@example.net,Puzzle,Toys,92.15,3,Debit Card,West Curtis,2024-03-15T17:22:16,Shop,True,4,5,50,Javier Terrell,276.45000000000005
82abe656-e71d-4a27-9f87-272b9852dd62,Gregory Barrett,johnwright@example.org,Water Gun,Toys,96.34,4,Debit Card,Harrisonport,2021-09-04T05:22:44,Mobile,False,8,1,15,Gregory Chavez,385.36
d85dad1a-0cc7-489a-8046-04099e079c77,Eric Harvey,whitedenise@example.net,Blender,Home,15.38,1,PayPal,Fryetown,2024-04-20T20:28:01,Web,False,2,2,3,Michael Medina MD,15.38
75d25bba-6a8c-482d-889a-ccfa06c94c41,William Anderson,erichardson@example.org,Football,Sports,73.18,2,Debit Card,Lake Thomas,2021-06-09T04:55:12,Web,False,9,1,8,Jennifer Brown,146.36
a362aaed-f56d-423c-b2ec-c456cbcca3e1,Evelyn Woodward,stephanie32@example.com,Smartphone,Electronics,78.51,2,Credit Card,Lake Ryanmouth,2020-11-03T23:18:27,Mobile,True,7,4,37,Kelsey Clark,157.02
e0389c9d-a394-4ea2-9d40-224af8f019d5,Alexander Mcdowell,michaelnunez@example.com,Dress,Clothing,72.7,1,Debit Card,West Brittanyburgh,2021-11-06T07:05:42,Web,False,2,5,13,Whitney Davis,72.7
3134343f-bbd5-4695-871c-910c05dabf8b,Tasha Davis,mullinsmichael@example.net,Desk,Home,48.79,4,Credit Card,Santosstad,2023-01-30T09:52:26,Shop,False,1,1,43,Brenda King,195.16
23ba8dc4-5dae-41e9-813c-ec55c148ce0d,Mary Clark,tracie19@example.com,Remote Control Car,Toys,78.51,2,Credit Card,Bryantborough,2025-08-08T10:51:01,Shop,False,5,4,22,Jason Watkins,157.02
1cf2384e-b19a-4c82-aca5-dfff6c4a4933,Mark Williams,fmoore@example.org,Jacket,Clothing,89.49,4,PayPal,Jodishire,2022-04-13T13:47:52,Shop,False,9,4,9,Ethan Rivas,357.96
df53da33-7c6b-4e3e-ab1e-c2c0beb0e559,Trevor Andersen,wendy98@example.com,Scarf,Clothing,74.18,4,Debit Card,Longview,2024-10-22T18:20:57,Shop,True,5,2,30,Sara Rodriguez,296.72
4eb635da-7e10-47dc-ae18-aa8f011a638d,Melinda Norris,walkerheather@example.com,Toaster,Home,74.88,1,Debit Card,Gregoryport,2025-02-08T19:18:51,Mobile,False,4,3,35,Rodney Wade,74.88
49d47546-2581-43a9-8ae0-b35cf701e697,Patrick Sanchez,annetteguzman@example.org,Board Game,Toys,22.02,3,PayPal,Christinatown,2023-03-15T23:38:25,Shop,False,5,1,15,Gregory Chavez,66.06
64eaad04-1fb1-42f4-a40e-ecab47cbadff,Nancy Jackson,davidrosario@example.net,Puzzle,Toys,23.9,2,PayPal,Lake Joyce,2025-10-10T16:52:16,Mobile,False,9,1,10,Thomas Hendrix,47.8
1425bc8c-757d-4354-b506-17dfd2c1ae37,Sherry Wade,jennifer75@example.com,Cycling Helmet,Sports,55.98,4,Debit Card,West Christopher,2021-07-23T17:02:17,Mobile,False,4,2,47,Nicole Chase,223.92
320b62e8-3df1-4fa2-bda6-6068f1133195,Douglas Barker,dmendoza@example.org,Scarf,Clothing,48.14,4,Credit Card,North Jordanville,2024-05-11T21:23:38,Mobile,False,5,2,43,Brenda King,192.56
ed3aa32f-52b5-40d7-82ee-b0318e42b72d,Kevin Stafford,penacameron@example.org,Coffee Maker,Home,31.91,1,Debit Card,South Prestonstad,2021-05-05T17:22:17,Web,True,4,3,37,Kelsey Clark,31.91
479ff28f-abb6-4e73-832a-d7b15dd87e99,Brian Fox,hwatson@example.com,Smartphone,Electronics,10.46,3,Credit Card,East Katelynshire,2022-11-16T13:48:44,Shop,False,3,4,9,Ethan Rivas,31.380000000000003
c4b03e2e-659e-4f3a-b720-144196f1dcc6,Tammie Keith,dylan03@example.net,Puzzle,Toys,26.95,2,Credit Card,West Dawn,2024-04-12T06:53:00,Mobile,False,4,4,36,Eric Ramos,53.9
7c487f44-917c-467d-9e69-79bdc0cd4e6b,Eric Harvey,kylevalencia@example.com,Boots,Clothing,63.41,3,Credit Card,Fryetown,2024-08-16T04:58:19,Shop,False,4,2,11,Sean Casey,190.23
aa05ea29-2f3b-4695-a51b-a594d210d616,Denise Flores,mortiz@example.org,Action Figure,Toys,98.62,3,PayPal,Lake Scott,2022-06-27T19:38:45,Mobile,False,1,4,30,Sara Rodriguez,295.86
10af01a5-1f42-4e07-99d4-89150375a103,Cindy Jacobson,madelinecrosby@example.org,Smartphone,Electronics,25.64,3,Debit Card,Port Shelly,2020-12-10T23:09:28,Web,False,8,2,13,Whitney Davis,76.92
20a76fcb-1b53-4f15-8641-5b8b46919b94,Peter Herrera,adriennedaugherty@example.com,Smartwatch,Electronics,89.93,1,Debit Card,Lake Rebecca,2023-12-05T02:10:24,Web,False,6,2,21,Robert Miller,89.93
a53e3985-9231-4eb1-8adc-8a97d60b1979,Jose Thompson,david86@example.net,Laptop,Electronics,64.0,2,Bitcoin,New Madisonside,2021-04-17T21:49:37,Web,False,5,4,17,Mrs. Norma Sanchez,128.0
cb0b47ed-68e3-4c60-aecd-e16c838126b6,Steven Williams Jr.,jenniferberry@example.org,Golf Clubs,Sports,47.25,1,Debit Card,West Laurenmouth,2022-06-10T09:27:15,Shop,False,9,1,42,Sean Johnson,47.25
cad02d3d-6c9e-4488-8a1f-d1daf4fce957,Jenny Evans,jose53@example.net,Basketball,Sports,57.87,3,Debit Card,Anthonystad,2023-06-29T16:45:01,Mobile,False,5,3,42,Sean Johnson,173.60999999999999
ce83fac9-3025-4315-9f76-501c93945a07,Kathleen Ferguson,kellykathy@example.org,Pillow,Home,77.9,3,Debit Card,Harristown,2025-02-05T05:16:44,Web,False,3,2,50,Javier Terrell,233.70000000000002
155d11c2-c7f7-4c0a-a1c8-97f562ecf897,Richard Heath,davilacynthia@example.net,Jeans,Clothing,35.49,4,Debit Card,East Williamside,2024-05-09T17:48:32,Mobile,False,6,3,31,Travis Rocha,141.96
db1288f9-aeae-4ab3-b8eb-6a49a62168d5,Brad Morton,becky73@example.org,Toaster,Home,71.85,2,Bitcoin,Port Marychester,2025-05-24T09:57:59,Shop,True,1,2,8,Jennifer Brown,143.7
bcea5bd2-e27a-451c-9a79-01cba2316828,Valerie King,edwardpreston@example.org,Chair,Home,52.84,2,Bitcoin,Port Christopherfurt,2023-03-28T14:07:44,Web,False,7,1,13,Whitney Davis,105.68
922553ee-3768-410b-bb81-c06d6cd81b8d,Nancy Russell,donald47@example.com,Puzzle,Toys,74.52,4,PayPal,East Kennethmouth,2021-03-25T01:10:40,Mobile,True,7,2,20,Julie Jackson,298.08
d46963a4-acc2-47bb-9115-2898b3993697,William Green,zhuerta@example.org,Tennis Racket,Sports,81.2,2,PayPal,Port Danielmouth,2025-09-24T12:36:28,Web,False,1,5,5,Scott Dunn,162.4
0b4897cf-3571-4ca6-80f3-d6f7dc281298,Christopher Davis,nbaker@example.org,Tennis Racket,Sports,86.88,4,Bitcoin,Gonzaleztown,2021-12-29T17:04:01,Mobile,True,4,2,27,Adam Pierce,347.52
5562a32d-bf5b-4b51-a647-47c504d2896b,Melinda Norris,freemantamara@example.net,Coffee Maker,Home,60.17,2,PayPal,Gregoryport,2023-09-14T04:25:01,Web,False,1,3,47,Nicole Chase,120.34
28c98a6f-81ff-4f13-9635-123e73ed1534,Edward Reynolds,amyvargas@example.org,Doll,Toys,16.69,4,PayPal,West Davidside,2023-10-22T06:59:02,Shop,False,7,5,42,Sean Johnson,66.76
a11b6e4a-357d-4d88-8786-c005dbf61268,Kevin Stafford,denisenelson@example.net,Doll,Toys,56.77,3,Bitcoin,South Prestonstad,2020-12-13T15:59:25,Web,True,7,5,24,Jeanne Wilson,170.31
0bcd602d-86b1-4f7d-aa9d-de41fd8ced6c,Erin Thomas,josephrogers@example.org,Dumbbells,Sports,99.02,3,Bitcoin,New Aaron,2022-07-06T07:02:45,Shop,False,7,3,44,Jonathan Alexander,297.06
cd0e1d8d-a8d9-4ed4-a334-d900385a5f1b,Dana Castillo,growland@example.net,Curtains,Home,31.55,1,Credit Card,Amandaview,2021-12-19T16:53:27,Shop,False,4,2,35,Rodney Wade,31.55
f0024305-b282-4a83-9b43-60c5b14572a4,Dana Castillo,clementsdeborah@example.net,Sweater,Clothing,69.83,4,PayPal,Amandaview,2024-12-06T05:32:45,Mobile,False,1,2,44,Jonathan Alexander,279.32
19bd1fc4-c6ee-456a-9515-cb568977c332,Edward Reynolds,huntkatie@example.org,Yo-Yo,Toys,26.23,3,Bitcoin,West Davidside,2023-01-02T09:43:36,Web,False,7,4,14,Joyce Taylor,78.69
ba92b888-a3b6-4c60-a74e-33794efccce3,Robert Humphrey,hhood@example.net,Yoga Mat,Sports,42.49,1,Bitcoin,North Jennifer,2023-03-02T04:41:22,Mobile,False,3,5,34,Julia Marsh,42.49
c45d798b-ddd9-4ab5-b6df-3429210322bf,John Lewis,rortiz@example.org,Hiking Backpack,Sports,56.17,3,Bitcoin,Darrenfort,2022-10-19T22:56:15,Web,False,3,5,6,Michael Robles,168.51
547de4bb-f514-4932-b937-5d734c52ff3b,Dr. Ann Whitney,vmartin@example.org,Puzzle,Toys,98.44,2,Bitcoin,Port Karen,2022-02-08T13:07:12,Web,False,9,3,17,Mrs. Norma Sanchez,196.88
03ef145d-92e1-4a0d-a911-112eff4accba,Jeremy Collins,owensluis@example.com,Lamp,Home,38.46,4,Credit Card,Meyerland,2025-10-24T21:50:06,Web,False,9,3,47,Nicole Chase,153.84
e3953814-4057-4d61-9580-7b5db056cd74,Sherry Wade,rodriguezamanda@example.com,Cycling Helmet,Sports,19.21,4,Debit Card,West Christopher,2021-03-31T22:37:11,Web,False,9,3,14,Joyce Taylor,76.84
e26328c8-53ff-4d15-bbe0-99f336c4d171,Jenny Campbell,jasoncarter@example.net,Building Blocks,Toys,8.91,2,Credit Card,Smithmouth,2021-11-27T22:56:00,Web,True,6,5,45,David Mcdonald III,17.82
1a2a67d0-a161-4980-8bb8-59f120779b62,Andrea Martinez,david31@example.com,Smartwatch,Electronics,51.06,2,Credit Card,North Andrew,2021-06-22T05:49:21,Shop,False,6,4,47,Nicole Chase,102.12
af663bb6-51ea-485b-9523-0bd048a2a098,Maria Lopez,kenneth06@example.net,Basketball,Sports,55.74,2,Bitcoin,New Michelleshire,2024-12-12T23:22:46,Shop,True,4,1,40,Tamara Becker,111.48
00dcc3bb-9392-45c4-8d48-c6657f896fd7,George Weber,yjohnson@example.org,Water Gun,Toys,6.19,4,Credit Card,Jennifermouth,2020-11-06T04:45:57,Web,False,4,3,19,Don Silva,24.76
6b8f0995-0fd1-4abc-86fb-24c3ef5f1942,Toni Grant,ysullivan@example.org,Toaster,Home,70.68,1,Bitcoin,East Cindy,2021-06-02T10:06:49,Shop,False,1,2,3,Michael Medina MD,70.68
